length	HN1-d365	HN1-d090	HN1-d180	HN1-BL	HN1-d049	HN1-d008	HN2-d365	HN2-d090	HN2-d049	HN2-d008	HN2-BL	HN3-d365	HN3-d090	HN3-d180	HN3-d049	HN3-d008	HN3-BL	HN4-d365	HN4-d090	HN4-d180	HN4-BL	HN4-d043	HN4-d008	HN5-d365	HN5-d090	HN5-d180	HN5-BL	HN5-d043	HN5-d008	HN6-d365	HN6-d090	HN6-d180	HN6-BL	HN6-d043	HN6-d008	HN7-d090	HN7-d180	HN7-BL	HN7-d043	HN7-d008	HV1	HV3	HV4	HV5	HV6	HV7	HV8	OMD1-d090	OMD1-d180	OMD1-d002	OMD1-d005	OMD4-d365	OMD4-d090	OMD4-d180	OMD4-BL	OMD4-d002	OMD4-d005	OMD5-d090	OMD5-d180	OMD5-BL	OMD5-d002	OMD5-d005	OMD6-d365	OMD6-d090	OMD6-d180	OMD6-BL	OMD6-d002	OMD6-d005	OMD7-d090	OMD7-d180	OMD7-BL	OMD7-d365	OMD7-d002	OMD8-d090	OMD8-d365	OMD8-d180	OMD8-BL	OMD8-d010	OMD8-d002	OMD9-d365	OMD9-d090	OMD9-d180	OMD9-BL	OMD9-d002	OMD9-d005	OMD1-BL	PV1	PV3	PV4	PV5	PV6	PV7	PV9
147	301579	676290	821304	754137	659546	683212	194687	448054	544694	387236	369420	707222	525396	328765	419035	562708	631388	314454	818597	824857	403564	447010	470238	633707	1054612	1714018	509626	815838	1027028	205791	377985	808408	378052	126836	211566	506844	144160	209418	942586	506793	490967	305994	449417	595310	527348	449048	798100	387610	463969	495419	543570	212384	701443	885825	499168	453588	289077	449495	444948	439362	110106	143362	414300	566436	432435	499514	383053	627579	354350	474771	791922	208525	484212	543218	773388	697126	468123	602908	248989	548801	505316	978312	319753	140266	433244	559522	326242	733256	797760	327391	699855	493341	860358
148	323725	743628	892840	813284	719048	734321	207771	490302	591732	419787	411725	766490	580807	350334	461545	616126	682088	336671	875731	886731	443787	495793	514434	684709	1145703	1853787	549491	900651	1128875	224651	404227	861053	403918	141162	230736	549556	163437	232021	1003446	549142	533147	338355	492685	660219	582477	500101	871275	425148	504697	540689	589342	223963	747125	961787	543358	488659	317890	482019	468745	467640	121804	151105	443206	611364	472694	545931	413124	677899	380391	501609	849085	224398	528125	589148	824445	764234	496729	655596	282310	599722	547408	1081829	347832	155183	477075	610804	358112	795780	861974	355261	775282	542501	952787
149	361890	840185	997388	908279	799703	813285	227486	548846	647790	471222	470025	850145	651671	381860	508296	688307	751359	370486	957712	982965	493534	552340	581723	760768	1254878	2029467	607822	991051	1267974	247152	442717	947630	442579	158281	256190	611603	185868	257251	1095935	611709	587610	378438	546236	741402	651646	562755	962606	479427	563276	600437	652584	244183	817701	1066544	604718	543791	357142	527335	513347	509026	136816	166074	484848	674788	527072	612611	461689	750072	417343	545387	938054	247211	581459	639426	906737	852947	546188	732574	325204	668578	608153	1194308	389940	175126	538107	679187	396899	860321	945596	391707	872333	599253	1057800
150	407550	952269	1129859	1025782	902131	911470	255725	625251	716542	537946	540998	956154	717021	417479	563519	781913	829107	409692	1056273	1122986	555673	629335	666917	853103	1389698	2236816	670160	1082299	1466525	275287	489932	1057371	490310	180306	293275	693097	211734	294246	1213435	693381	650411	420012	604472	838445	733653	640585	1078337	547166	640264	668777	732631	270868	901090	1196423	675835	611101	406775	579901	572206	567609	156875	186173	534571	750274	598588	695174	520589	838138	460381	609986	1038949	274588	649792	706326	1018625	971436	611051	833321	373622	756952	679243	1331112	437907	199397	608519	769046	443684	921272	1066679	430916	977100	662999	1156541
151	473785	1142104	1326672	1183847	1051839	1040280	292036	731380	808714	622727	635040	1104962	848425	466800	635955	909582	934197	466225	1188933	1214227	626854	722421	767390	979802	1586266	2541939	755055	1387374	1709757	309740	549543	1203997	549313	204503	339252	807692	245817	341291	1370921	807608	729506	474533	678729	959830	826094	737598	1216452	637268	759616	753943	834733	304842	1013757	1365184	770037	697166	474873	652596	644254	644573	182874	202981	600724	845267	684857	801389	594924	968334	518165	666713	1163901	312301	737424	775784	1201515	1071300	707820	984276	439630	890544	767604	1491353	494764	229083	681630	908028	502981	991010	1262680	481548	1104571	740656	1270327
152	531529	1280913	1481576	1324910	1175454	1155557	322344	820485	887439	702918	719615	1235679	930844	512114	700648	1025559	1036664	511748	1302103	1361005	694513	801261	869794	1095972	1743063	2789589	833761	1482385	1922669	340043	600971	1338369	600891	230340	381220	908888	276119	377874	1501368	909819	806169	522409	748775	1072235	912381	827716	1344098	718001	857834	834025	933383	338296	1115424	1517852	858550	777030	536228	716971	720321	719348	211526	227473	660363	935432	764015	897525	667190	1077698	569828	734787	1277561	346625	815388	844104	1352681	1187532	790971	1115829	502455	998234	850782	1629276	548632	258718	751946	1016408	564534	1065553	1397828	524944	1215007	815869	1355824
153	547607	1332115	1543943	1373249	1218780	1193129	334854	864991	925940	729827	752036	1294798	976548	531261	731426	1078417	1077089	525429	1332150	1430849	723171	847235	914583	1140023	1802588	2872694	863063	1510286	2025952	354221	623874	1389670	624127	243152	404806	953011	300244	405803	1536251	953420	851463	553222	793179	1134578	965984	879856	1409364	756718	904221	883249	978503	355802	1146200	1583802	893954	812211	574086	748977	753398	750405	239693	239709	680496	965367	796864	943539	694487	1124495	587396	767440	1327106	355294	849445	875457	1402337	1231153	826780	1174702	549577	1041598	887303	1690031	574652	273243	789572	1074033	600081	1123440	1448979	546112	1270150	846088	1415678
154	533683	1308879	1534490	1341099	1205426	1169717	329931	867066	939837	717522	747712	1288977	971561	533231	738522	1062841	1076072	516773	1307889	1448047	722361	857740	918496	1130290	1792546	2853136	868294	1500704	2018145	356781	616074	1381783	616132	245750	407607	951671	321937	418564	1510706	951369	878070	573702	818649	1172081	999545	901881	1434030	755926	904594	911449	996226	357363	1131197	1589968	897432	812484	596892	752678	754492	744345	262269	240912	674805	954961	802763	949371	695228	1130365	579598	770856	1321283	351957	853797	883517	1373719	1238179	818801	1175159	584015	1042326	885606	1687838	580414	275003	791423	1089846	624305	1176182	1429290	562018	1283650	863403	1449341
155	535013	1330721	1579907	1349731	1237258	1179227	336101	894868	977633	724404	763933	1316646	1003519	545658	763844	1067981	1096038	526721	1338988	1519251	746698	896456	952678	1154507	1850769	2930494	902232	1556094	2077988	369425	622360	1406331	622573	255541	420232	983867	354019	437595	1543091	984173	922635	605075	867284	1237198	1068260	949302	1501182	777721	929434	954298	1036926	368948	1157131	1647536	930904	840144	636642	770571	769243	756360	291218	245561	687543	977781	835641	987493	714904	1168145	595443	800978	1361019	357935	886087	927358	1388337	1302631	838149	1216784	632010	1090412	910209	1744281	606724	285045	826185	1134225	658424	1259364	1460317	595677	1353652	899815	1521380
156	572115	1454977	1719437	1443201	1349001	1262685	361387	986901	1066815	777313	834642	1403806	1094864	582658	836791	1137311	1170590	566295	1436913	1682257	815728	996081	1052138	1246588	2026771	3185858	984846	1707827	2304679	399525	663987	1506545	663355	282108	456910	1078413	400614	486776	1662965	1079280	1006166	659304	946498	1356818	1178090	1044161	1630450	844106	1013566	1032663	1120840	400278	1246214	1797851	1019005	919481	712222	831746	824122	806003	331504	262166	739624	1059463	924463	1084911	776404	1267989	641859	876162	1472341	385794	966160	1019769	1490587	1443595	901137	1324726	709215	1203967	982511	1897794	667872	314222	922338	1228588	715380	1384585	1575306	653896	1501233	983241	1643172
157	638525	1662792	1948192	1608692	1516971	1411073	405789	1129255	1202414	873373	960398	1561487	1243796	641077	945276	1270622	1300810	637837	1613016	1914786	924346	1141249	1208898	1395951	2289250	3578449	1116091	1917123	2640746	447604	737591	1685767	738349	321761	517702	1226473	457588	559151	1849911	1226260	1107971	737320	1054954	1526203	1318475	1179676	1814665	959387	1152763	1142360	1253035	444402	1393360	2034209	1156535	1040792	823168	928538	914742	895076	378544	291795	824241	1189162	1052377	1236019	878312	1434347	718981	984538	1652350	433317	1097401	1152068	1665958	1648840	1009764	1486752	807825	1384397	1100258	2136977	755081	357291	1059016	1365768	799132	1553439	1776829	738014	1713803	1113197	1795720
158	731855	1924736	2232841	1840344	1734276	1605745	460353	1306006	1361448	1000603	1123442	1766572	1438135	720738	1075200	1451127	1478892	721911	1828931	2196572	1064501	1308951	1407766	1581393	2614057	4071119	1280091	2165146	3054366	507775	837022	1909678	836899	377206	599270	1416465	519345	630104	2077532	1416695	1233343	834255	1175538	1719449	1479508	1343386	2017133	1111871	1334478	1271574	1413461	504654	1569272	2322629	1331127	1193183	947259	1045147	1034193	1015252	431951	330537	932515	1350106	1208324	1426716	1007959	1630518	810933	1115715	1881775	493592	1250991	1310450	1888333	1885374	1144427	1704903	922379	1607326	1251578	2435210	867913	414473	1223430	1535510	904218	1746282	2011886	833741	1970146	1262575	1979835
159	834014	2221525	2533045	2095554	1973228	1825255	524538	1508299	1527091	1150370	1298828	1990970	1645342	804379	1221663	1670621	1661548	811139	2043148	2492459	1215111	1502594	1624558	1783869	2941400	4568688	1447839	2402357	3530585	574818	945767	2166072	945352	443276	695530	1630404	586018	723878	2309423	1630938	1356510	939478	1299210	1919249	1634477	1520474	2231182	1289518	1547628	1404034	1587624	566935	1755783	2612863	1509349	1356565	1080924	1174152	1170147	1157315	494873	380235	1038371	1514776	1367363	1631755	1148428	1845231	909068	1256216	2123775	556990	1413969	1468518	2134597	2125677	1300320	1946266	1055108	1840264	1418657	2752557	986635	478673	1406562	1719535	1019201	1937095	2279960	937605	2232653	1426019	2160215
160	924328	2467484	2781304	2309448	2161816	2011467	575227	1686814	1662195	1278696	1449373	2189128	1818568	880223	1344052	1868882	1818191	884845	2233098	2742939	1344639	1660680	1816582	1958447	3209826	4985565	1604781	2575159	3936526	633987	1046344	2379442	1046761	504978	780545	1819309	650391	812479	2499660	1818718	1465965	1039421	1402655	2080685	1763269	1670611	2401367	1449968	1733750	1520222	1743388	621098	1893853	2854196	1665351	1491772	1205277	1290745	1287337	1288557	563484	431667	1133446	1655436	1494311	1802360	1269147	2034127	986511	1366720	2318609	611517	1550799	1595448	2338965	2312882	1432011	2156319	1185024	2029809	1556945	3009869	1080936	536203	1556295	1882804	1123986	2114602	2494553	1030028	2446447	1572878	2299909
161	987088	2656093	2984217	2469453	2309211	2143189	612904	1815758	1776122	1368035	1553661	2338694	1954921	937603	1437978	2015719	1943145	939202	2376562	2947758	1446889	1790920	1969430	2090971	3432819	5314591	1734595	2727650	4254282	682093	1119484	2544018	1119724	553062	847548	1970724	717417	872813	2634850	1971208	1557442	1118684	1486686	2216941	1875791	1787440	2539940	1579404	1882435	1615284	1870698	670216	2003361	3034144	1790467	1606569	1314932	1395118	1379573	1387312	636607	472585	1201980	1760617	1593663	1940048	1367381	2189161	1050034	1462081	2481578	651759	1659789	1708561	2488653	2464549	1531027	2332143	1309281	2180695	1670449	3197846	1156428	583253	1659713	2007279	1215590	2284292	2658103	1117680	2631017	1694171	2419228
162	1046237	2847108	3200575	2624874	2476976	2276846	649171	1958908	1911761	1448254	1654488	2496325	2110713	1001845	1557874	2150070	2066137	996492	2530764	3194850	1555854	1958611	2127603	2226395	3712777	5708859	1886576	2925725	4675592	734069	1196686	2692126	1197371	602813	917437	2145280	798983	967226	2814075	2146447	1660736	1201704	1584665	2363495	2010703	1900799	2705366	1695022	2025527	1712562	1985620	721126	2122425	3237827	1921615	1727641	1441611	1506353	1459761	1484164	720245	513256	1281320	1884868	1713077	2098183	1471528	2362649	1115433	1573151	2660730	690064	1783552	1857682	2639548	2659109	1641695	2517914	1442348	2358650	1795220	3389529	1240316	629202	1796205	2121610	1306407	2506319	2832746	1225852	2864967	1832786	2593084
163	1146721	3157133	3558596	2859870	2732412	2495310	713852	2191231	2141309	1589294	1827668	2756734	2357290	1097943	1748788	2359712	2262985	1099797	2808729	3592728	1729637	2224489	2379984	2442398	4197331	6389509	2133326	3292175	5293846	816305	1311798	2951733	1312153	672668	1011233	2431558	908244	1092769	3113888	2431232	1817014	1325211	1736189	2589654	2221680	2073120	2962388	1872482	2236044	1856095	2165461	801012	2326199	3593394	2143498	1917606	1618623	1686643	1593195	1615465	810070	560959	1420766	2095905	1921331	2349560	1640011	2655773	1236619	1752468	2948307	758657	1998043	2100047	2895112	3006703	1815241	2777034	1614255	2657728	2002116	3733946	1363309	702837	2013433	2288329	1421751	2845193	3129016	1380590	3244822	2075971	2868408
164	1293740	3627428	4086146	3231517	3112394	2819783	812729	2532082	2476707	1808771	2104041	3131932	2739162	1233032	2021550	2660169	2557003	1255481	3223238	4182580	1990947	2609306	2752322	2751099	4878779	7342658	2483307	3822436	6172636	940300	1484211	3340996	1484695	779968	1155451	2844582	1052598	1243281	3576961	2844856	2028500	1502529	1945733	2912651	2513255	2318806	3314996	2135390	2542970	2050835	2415253	914279	2635185	4107525	2471934	2193224	1861750	1948044	1787597	1812243	920296	633857	1625425	2413229	2235249	2728478	1893645	3074529	1415047	2009466	3397361	861003	2316726	2440919	3276402	3507747	2063842	3177235	1838460	3096179	2312273	4274399	1555036	809920	2344498	2530022	1581266	3281169	3552348	1594985	3814977	2413238	3320808
165	1435715	4094673	4574128	3580947	3460912	3126204	908152	2888159	2800948	2024530	2383504	3492193	3118272	1359926	2289088	2954267	2828395	1407284	3599849	4739320	2247881	3008060	3140983	3051664	5497486	8205397	2793828	4324540	7048170	1073201	1664299	3736105	1664030	901053	1315613	3243478	1186327	1409814	3987151	3243743	2227803	1677577	2139236	3210940	2768378	2574388	3642735	2413665	2888183	2241563	2678245	1020622	2927660	4623266	2792467	2471492	2114730	2218747	1995919	2018067	1042803	699661	1811830	2698004	2541474	3104327	2136415	3459658	1580528	2275880	3835320	960459	2619937	2727232	3633304	3961409	2306667	3574912	2065762	3507345	2601389	4822843	1753403	916697	2684194	2779382	1748997	3654373	3973024	1802599	4352532	2735054	3792566
166	1505349	4357071	4791482	3751764	3610160	3273427	972447	3104794	2967482	2148839	2551748	3680151	3334407	1424476	2419477	3127295	2985759	1482826	3777138	5033133	2394139	3202657	3373645	3215777	5751050	8548057	2938973	4413508	7414479	1151132	1777381	3999665	1776844	985601	1433997	3447323	1267246	1511290	4146598	3446876	2335730	1782486	2238827	3365357	2877907	2741682	3795823	2610380	3134187	2363465	2844433	1072370	3081820	4900713	2988527	2634269	2289552	2378425	2134886	2169384	1138426	755475	1894747	2829593	2696822	3303197	2266735	3665486	1659547	2425422	4055171	1012135	2787740	2845191	3830177	4155397	2448846	3807712	2218689	3702249	2735989	5133216	1866244	979243	2864365	2939511	1881061	3774900	4183930	1917378	4593748	2911580	4032260
167	1523572	4430004	4816594	3804045	3616909	3301261	997125	3197808	2983130	2199445	2635758	3724814	3418649	1435010	2433263	3196134	3024538	1500620	3783649	5101104	2446444	3234125	3486347	3287116	5701852	8471796	2944961	4204459	7408836	1182311	1832606	4137365	1833256	1045828	1505642	3503918	1308785	1530627	4095267	3502489	2369091	1830890	2266697	3420690	2887824	2845024	3815990	2717232	3291551	2413829	2941285	1085619	3103975	4977964	3053356	2689739	2383114	2436304	2216509	2265594	1217493	799199	1903006	2834987	2734923	3365134	2310498	3699812	1661001	2466305	4120205	1022755	2825782	2815143	3896724	4131519	2503870	3943715	2317085	3741855	2759990	5266611	1926182	1014803	2920555	3033830	1980914	3707858	4234048	1956983	4614263	2927756	4068960
168	1504635	4418757	4718242	3788909	3534970	3267072	1008012	3243924	2943311	2209758	2656439	3672450	3436182	1424286	2402016	3218155	3005268	1482572	3703467	5081430	2447218	3217212	3522748	3283047	5480663	8160582	2873186	4103137	7298903	1184262	1858036	4195035	1857844	1094701	1561416	3490644	1313446	1549955	3932744	3491367	2355375	1856488	2244261	3401502	2835361	2893617	3755427	2781669	3400834	2423749	2981867	1075057	3056391	4935504	3044514	2686886	2420503	2437108	2258740	2328918	1275227	828534	1864365	2772454	2694436	3349273	2307904	3651827	1625959	2436610	4095273	1015060	2799987	2736076	3887461	3992783	2516931	3998591	2377169	3693441	2734376	5292372	1950882	1028123	2936324	3064073	2065396	3554020	4185051	1952604	4526503	2882649	4022578
169	1465772	4317635	4520571	3672888	3386847	3176325	993939	3225535	2856437	2182815	2628585	3613139	3377309	1388681	2335175	3187734	2944884	1437850	3562876	4925274	2401937	3137534	3489535	3223462	5245424	7835475	2763984	3725493	6987613	1171136	1843753	4172393	1844563	1121683	1586542	3409739	1309307	1540748	3760663	3410544	2310034	1850576	2196844	3326935	2761560	2890212	3626329	2794526	3439453	2397240	2976004	1035542	2935871	4794742	2980942	2633359	2417090	2415095	2256568	2347863	1312295	848970	1798444	2671947	2600500	3278742	2261941	3558581	1561309	2348349	3992801	987504	2720099	2578093	3788134	3784248	2477515	3968257	2402554	3564105	2666962	5210440	1924945	1024365	2880855	3050104	2125179	3387280	4051352	1919907	4361237	2813826	3909618
170	1385272	4149012	4324592	3496994	3193251	3008769	963783	3131968	2725268	2108902	2540737	3430086	3272174	1334234	2233680	3091484	2821685	1362933	3365072	4692619	2311299	2996825	3405089	3111217	4860584	7262793	2604083	3344770	6541590	1139151	1797079	4064187	1796920	1125935	1575053	3286119	1290895	1486980	3500390	3284490	2245700	1815173	2123514	3202707	2657824	2839859	3477234	2759049	3402854	2336369	2920665	1001273	2794503	4565841	2870128	2537413	2369225	2349495	2204874	2323208	1340480	853664	1701356	2528538	2458889	3151383	2183570	3404317	1486794	2276697	3832905	942858	2603458	2379555	3612547	3591284	2401357	3895589	2409435	3355886	2557495	5030349	1870067	1001817	2773681	2988091	2147855	3170963	3896905	1873901	4132444	2689786	3794058
